car_name,base_price,total_price,model_year,distance,inspection_remaining_month,repair,recycle,one_owner,record_book,new_car,no_smoke,registered,legally_imported,demo_car,rental_car,eco_car,legal_maintenance,camping,welfare,point,body_type,drive_type,color,right_handle,transmission,displacement,member,engine_type_gasoline,door_number,power_steering,abs,safety_support,auto_brake,adaptive_cruise,lane_keep,park_assist,accelerator_safe,obstacle_sensor,air_bag,air_bag_運転席,air_bag_助手席,air_bag_サイド,air_bag_カーテン,neck_rest,360_camera,camera,camera_フロント,camera_サイド,camera_バック,monitor,monitor_ブラインドスポット,monitor_リアトラフィック,esp,hill_descent,idle_stop,anti_theft,auto_high_beam,turbo,ac_cool,double_ac,navi,tv,vid_player,vid_player_DVD,vid_player_ブルーレイ,audio_player,audio_player_CD,audio_player_MD,audio_player_ミュージックサーバー,music_player_plugin,etc,air_sus,1500w,drive_rec,disp_audio,cold_region,keyless,smart_key,power_window,backseat_monitor,bench_seat,3rd_row,walk_through,power_seat,seat_ac,seat_heater,fullflat_seat,ottoman,leather_seat,halogen_headlight,headlight_type,front_fog,sunroof,roof_rail,full_aero,alumi_wheel,low_down,lift_up,slide_door,all_paint,Prefecture,City,guarantee_exists,guarantee_type,url
M340i xドライブ 4WD　黒レザー 後期モデル　弊社管理社有車 （ブラックサファイア）,8500000,8896000,2023,2000,32.0,0,リ済別,1,1,0,0,0,1,1,0,0,1,0,0,0.0,セダン,4WD,黒,1.0,フロアMTモード付8AT,3000,5,1,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,1,,1,1,1,,1,1,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,0,0,0,0,1,0,0,0,0,東京都,23区,1,1.0,https://www.carsensor.net/usedcar/detail/AU3461783307/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
M340i xドライブ 4WD　3DDesign Ver. RAYS19inch （アルピンホワイト）,5980000,6180000,2019,26000,14.0,0,リ済込,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,4WD,白,1.0,フロアMTモード付8AT,3000,5,1,4,1,1,1,1,1,1,1,0,1,,1,1,1,1,0,0,,1,1,1,,1,0,1,0,1,1,1,1,1,0,1,1,,0,0,,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,1,0,1,1,0,0,0,0,兵庫県,兵庫東部,1,0.0,https://www.carsensor.net/usedcar/detail/AU2680638894/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320d xドライブ Mスポーツ エディション ジョイプラス ディーゼルターボ 4WD　コンフォートpkg・パーキングアシスト+ （アルピン・ホワイト）,4580000,4780000,2021,6000,12.0,0,リ済別,1,1,0,1,0,1,1,0,0,1,0,0,0.0,セダン,4WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,0,,0,0,1,,1,1,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,愛知県,三河,1,1.0,https://www.carsensor.net/usedcar/detail/VU8680693296/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d Mスポーツ　全年正規ディーラー記録簿　ACC　禁煙車 （メルボルンレッド）,1398000,1540000,2014,61000,2.0,0,リ未,0,1,0,1,0,1,0,0,0,0,0,0,0.0,セダン,2WD,赤,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,1,0,,0,0,1,,1,1,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,ディスチャージド、アダプティブ,1,0,0,0,1,0,0,0,0,千葉県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU0314225985/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320d Mスポーツ　18AWバックカメラMスポーツACC禁煙 （グレイシャーシルバー）,1680000,1880000,2014,46000,2.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,銀Ｍ,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,1,1,0,0,0,0,岐阜県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU3458639658/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d xドライブ Mスポーツ ディーゼルターボ 4WD　SR茶革ハイラインMブレーキレーザーLED （ミネラルグレーメタリック）,4380000,4633000,2019,23000,16.0,0,リ済込,1,1,0,1,0,1,0,0,0,0,0,0,0.0,セダン,4WD,灰,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,1,,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,1,0,1,1,0,0,0,0,大阪府,大阪北部,1,0.0,https://www.carsensor.net/usedcar/detail/AU0856085718/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　20AW ローダウン マフラー Mキャリパー （アルピン・ホワイトＩＩ）,1648000,1798000,2013,48000,12.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,0,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,1,0,0,0,栃木県,,0,,https://www.carsensor.net/usedcar/detail/AU2337627216/index.html?TRCD=200002&RESTID=CS210610
320i スポーツ　エナジーコンプリートカーEVO30　2　後期型 （インペリアルブルー）,2783000,2892000,2017,20000,7.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,青,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,1,1,1,0,0,0,大阪府,大阪南部,1,0.0,https://www.carsensor.net/usedcar/detail/AU2365487068/index.html?TRCD=200002&RESTID=CS210610
320d　禁煙インテリジェントセーフティ （シルバー）,1365000,1729000,2014,54000,1.0,0,リ済別,0,0,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,銀,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,0,0,0,0,,1,1,0,0,0,0,,0,0,1,,0,0,1,0,1,0,0,1,1,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,0,0,0,0,1,0,0,0,0,滋賀県,,1,,https://www.carsensor.net/usedcar/detail/AU3114181516/index.html?TRCD=200002&RESTID=CS210610
アクティブハイブリッド 3 Mスポーツ　3D車高調　FRスポイラー　LCIテール　19in （アルピンホワイト）,2049000,2249000,2012,29000,5.0,0,リ済別,1,1,0,1,0,1,0,0,0,0,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,3000,5,2,4,1,1,0,0,1,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,ディスチャージド、アダプティブ,1,0,0,0,1,1,0,0,0,千葉県,,0,,https://www.carsensor.net/usedcar/detail/AU3427923962/index.html?TRCD=200002&RESTID=CS210610
320d ブルーパフォーマンス Mスポーツ　フロントリップ　Mグリル　リアスポイラー （アルピンホワイト）,1599000,1799000,2013,46000,1.0,0,リ済別,0,0,0,1,0,1,0,0,0,0,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,0,0,0,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,0,1,0,1,1,0,0,0,,1,0,,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,ディスチャージド、アダプティブ,1,0,0,0,1,0,0,0,0,千葉県,,0,,https://www.carsensor.net/usedcar/detail/AU1541050136/index.html?TRCD=200002&RESTID=CS210610
318i Mスポーツ エディション シャドー　限定車 ワンオナ ナビバックC レザーシート （ホワイト）,2498000,2668000,2018,30000,4.0,0,リ済込,1,0,0,0,0,1,0,0,0,0,0,0,0.0,セダン,2WD,白,1.0,フロア8AT,1500,5,1,4,1,1,0,1,1,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,0,0,1,1,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,0,0,0,0,1,0,0,0,0,京都府,,1,0.0,https://www.carsensor.net/usedcar/detail/AU3298239026/index.html?TRCD=200002&RESTID=CS210610
318i　ナビ Bカメラ　Bluetooth　ETC　LEDヘッド （ホワイト）,1590000,1780000,2016,32000,2.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,0,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,奈良県,,1,0.0,https://www.carsensor.net/usedcar/detail/VU7842505693/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320d Mスポーツ　ローダウンサス　車線逸脱警報　クルコン （アルピンホワイトIII）,1580000,1677000,2013,53000,7.0,0,リ済込,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,0,1,1,0,0,1,,1,1,1,0,0,0,,0,0,0,,0,0,0,0,1,1,0,0,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,1,1,0,0,0,0,福岡県,福岡,1,0.0,https://www.carsensor.net/usedcar/detail/AU2893368123/index.html?TRCD=200002&RESTID=CS210610
318i Mスポーツ　BMW2年保証 インディビジュアルカラー 禁煙 （メルボルンレッド）,4480000,4730000,2021,14000,9.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,赤赤紫,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,0,1,0,1,,1,1,1,0,0,1,,1,0,1,,0,0,1,0,1,1,0,1,1,1,1,0,,1,0,,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,埼玉県,,1,1.0,https://www.carsensor.net/usedcar/detail/VU7283420521/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
330e Mスポーツ　i パフォーマンス ACC ワンオーナー 禁煙車 （アルピンホワイト）,2488000,2721000,2017,19000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,2,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,1,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Halogen,1,0,0,1,1,0,0,0,0,東京都,多摩,1,0.0,https://www.carsensor.net/usedcar/detail/VU8288524503/index.html?TRCD=200002&RESTID=CS210610
318i Mスポーツ　AVCダウンスプリング　AVC20インチAW （アルピンホワイト）,2480000,2680000,2017,14000,24.0,0,リ済込,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Halogen,1,0,0,0,1,0,0,0,0,兵庫県,兵庫東部,1,0.0,https://www.carsensor.net/usedcar/detail/AU2945703316/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320i ラグジュアリー　後期新品19アルミエアロ茶革LEDライト禁煙 （ミネラルホワイト）,2290000,2544000,2017,46000,10.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,真珠,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,1,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,1,0,0,0,兵庫県,兵庫西部,1,0.0,https://www.carsensor.net/usedcar/detail/AU3077139413/index.html?TRCD=200002&RESTID=CS210610
320i スポーツ　エナジーコンプリートカー　後期モデル （プラチナシルバー）,2948000,3152000,2018,32000,24.0,0,リ済別,1,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,銀,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,1,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED,1,0,0,1,1,1,0,0,0,大阪府,大阪南部,1,0.0,https://www.carsensor.net/usedcar/detail/AU2156218022/index.html?TRCD=200002&RESTID=CS210610
320i ラグジュアリー　エナジーコンプリートカーEVO30.2 （ブラックブラック）,2680000,2857000,2017,19000,24.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒黒,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,1,1,0,0,0,0,大阪府,大阪南部,1,0.0,https://www.carsensor.net/usedcar/detail/VU8067152656/index.html?TRCD=200002&RESTID=CS210610
330e Mスポーツ　エナジーコンプリートカーEVOG20.1イノベP （アルピンホワイト）,4686000,4895000,2019,15000,24.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,2,4,1,1,1,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,1,1,1,0,0,0,大阪府,大阪南部,1,0.0,https://www.carsensor.net/usedcar/detail/AU2315191966/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　エナジーコンプリートカーEVOG20.1 （ポルティマオブルー）,4488000,4635000,2020,18000,4.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,青,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,0,0,,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED、アダプティブ,1,0,0,1,1,1,0,0,0,東京都,23区,1,0.0,https://www.carsensor.net/usedcar/detail/AU2389277032/index.html?TRCD=200002&RESTID=CS210610
330i Mスポーツ　ワンオーナー　本革シート　メーカーナビ （ブルー）,3799000,3899000,2019,16000,12.0,0,リ済別,1,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,青,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,1,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,1,,0,0,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,埼玉県,,0,,https://www.carsensor.net/usedcar/detail/AU3435382567/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320d Mスポーツ　禁煙ワンオーナー ACC バックカメラ 18AW （アルピンホワイトIII）,2788000,3009000,2016,24000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,群馬県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU2000867994/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320i スポーツ　エナジーコンプリートカー　後期モデル （グレイシャーシルバー）,2585000,2772000,2017,44000,24.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,銀,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED、アダプティブ,1,0,0,1,1,1,0,0,0,大阪府,大阪南部,1,0.0,https://www.carsensor.net/usedcar/detail/AU0861426198/index.html?TRCD=200002&RESTID=CS210610
320i xドライブ Mスポーツ 4WD　 （ホワイト）,3380000,0,2016,11000,0.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,4WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Halogen,1,0,0,0,1,0,0,0,0,北海道,札幌近郊,1,0.0,https://www.carsensor.net/usedcar/detail/AU0374041212/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　6MT　バックカメラ　コンフォートアクセス （グレイシャーシルバー）,1998000,2289000,2012,63000,24.0,0,リ済込,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,銀,1.0,フロア6MT,2000,5,1,4,1,1,0,0,0,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,0,0,0,0,埼玉県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU1307883700/index.html?TRCD=200002&RESTID=CS210610
320i　ハイラインP　プラスP　エナジー20AW （アルピンホワイト）,4158000,4363000,2019,17000,24.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロア8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,0,1,1,1,0,1,0,,0,0,,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,0,0,0,0,1,0,0,0,0,大阪府,大阪南部,1,0.0,https://www.carsensor.net/usedcar/detail/VU8349320341/index.html?TRCD=200002&RESTID=CS210610
330e iパフォーマンス スポーツ　エナジーコンプリートカー/後期モデル （メルボルンレッド）,2475000,2643000,2017,50000,24.0,0,リ済別,0,0,0,0,0,1,0,1,0,1,0,0,0.0,セダン,2WD,赤,1.0,フロアMTモード付8AT,2000,5,2,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,大阪府,大阪南部,1,0.0,https://www.carsensor.net/usedcar/detail/AU0859803911/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　Mパフォ20inAW　ダックテール　Fリップ （アルピンホワイト）,1649000,1849000,2013,57000,11.0,0,リ済別,0,1,0,1,0,1,0,0,0,0,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,0,0,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,0,0,1,1,0,1,0,,1,0,,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,ディスチャージド、アダプティブ,1,0,0,0,1,0,0,0,0,千葉県,,0,,https://www.carsensor.net/usedcar/detail/AU1559754126/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
アクティブハイブリッド 3 Mスポーツ　レッドレザー　地デジ　禁煙ワンオーナー車 （メルボルンレッド）,2480000,2683000,2013,28000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,赤,1.0,フロアMTモード付8AT,3000,5,2,4,1,1,0,1,1,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,0,0,1,1,0,1,1,,0,0,,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,0,0,0,0,1,0,0,0,0,兵庫県,兵庫西部,1,0.0,https://www.carsensor.net/usedcar/detail/AU1698089823/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
アクティブハイブリッド 3 Mスポーツ　KW車高調　アクラポマフラー　禁煙車 （メルボルンレッド）,2280000,2503000,2014,52000,24.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,赤,1.0,フロアMTモード付8AT,3000,5,2,4,1,1,0,1,1,1,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,0,0,0,1,1,0,1,1,,0,0,,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,1,0,0,0,兵庫県,兵庫西部,1,0.0,https://www.carsensor.net/usedcar/detail/AU1698037462/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320i Mスポーツ　6速MTインテリジェントセーフティ　禁煙 （アルピンホワイトIII）,4080000,4299000,2017,38000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロア6MT,2000,5,1,4,1,1,0,0,1,0,0,0,1,,1,1,1,0,0,0,,0,0,0,,0,0,1,0,1,0,0,1,1,0,1,0,,0,0,,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,LED,0,0,0,0,1,0,0,0,0,兵庫県,兵庫西部,1,0.0,https://www.carsensor.net/usedcar/detail/AU1697716120/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320i スポーツ　フルカスタム製作車 （ホワイト）,2880000,3091000,2012,48000,8.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,0,0,0,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,1,1,0,0,0,0,大阪府,大阪北部,0,,https://www.carsensor.net/usedcar/detail/AU1157746813/index.html?TRCD=200002&RESTID=CS210610
323i　ローダウン　社外18インチアルミ （ホワイト）,350000,550000,1998,54000,24.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロア5AT,2500,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,ディスチャージド,0,0,0,0,1,1,0,0,0,埼玉県,,0,,https://www.carsensor.net/usedcar/detail/VU0541823381/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
318i　サンルーフ　走行13000キロ　E36 （グレー）,590000,750000,1994,13000,24.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,灰,1.0,フロア4AT,1800,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Halogen,0,1,0,0,0,0,0,0,0,千葉県,,0,,https://www.carsensor.net/usedcar/detail/AU1599549211/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
323i Mスポーツ　サンルーフ　OBD診断済　ドラレコ　Pシート （アルピンホワイト）,190000,390000,2000,74000,5.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付5AT,2500,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Halogen,1,1,0,0,1,0,0,0,0,兵庫県,兵庫東部,1,0.0,https://www.carsensor.net/usedcar/detail/AU3390264351/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
318i　プラスパッケージ　純正ナビ　ドラレコ （ブラック）,2380000,2574000,2021,6000,5.0,0,リ済別,1,1,0,0,0,1,0,0,0,0,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,0,,0,0,1,,1,1,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,アダプティブ,0,0,0,0,1,0,0,0,0,埼玉県,,0,,https://www.carsensor.net/usedcar/detail/AU3225320477/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
318i スポーツ　純正ナビ　地デジ　バックカメラ&ソナー （アルピンホワイトIII）,2280000,2550000,2017,29000,24.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,三重県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU0139737741/index.html?TRCD=200002&RESTID=CS210610
